CAND_ID,CAND_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,SPEC_ELECTION,PRIM_ELECTION,RUN_ELECTION,GEN_ELECTION,GEN_ELECTION_PRECENT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS
H0IN09153,"MILLIS, TONYA LYNN",C,3,LIB,2901.86,0.0,3202.69,0.0,0.0,-300.83,2091.86,0.0,0.0,0.0,0.0,0.0,810.0,IN,9,,,,,,0.0,0.0,06/30/2020,0.0,0.0
H0KS01172,"BARNETT, KALI",O,1,DEM,218793.92,0.0,131851.0,0.0,0.0,86942.92,0.0,0.0,0.0,0.0,0.0,0.0,217748.9,KS,1,,,,,,1000.0,0.0,03/31/2020,400.0,0.0
H0KS01214,"DAVIS, CHRISTY",O,1,DEM,50438.85,0.0,43784.07,0.0,0.0,6654.75,0.0,5300.0,0.0,2000.0,0.0,3300.0,44105.0,KS,1,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H4KS01059,"LAPOLICE, ALAN",C,1,DEM,0.0,0.0,0.0,0.0,5.25,5.25,0.0,0.0,0.0,0.0,0.0,31489.73,0.0,KS,1,,,,,,0.0,0.0,06/30/2019,0.0,0.0
H0KS01123,"MANN, TRACEY ROBERT",O,2,REP,548667.44,0.0,55305.83,0.0,0.0,493361.61,0.0,200.0,0.0,0.0,0.0,154913.59,539467.44,KS,1,,,,,,9000.0,0.0,03/31/2020,0.0,0.0
H0KS01198,"CLIFFORD, BILL DR",O,2,REP,703677.53,0.0,136789.56,0.0,0.0,566887.97,4752.9,435000.0,0.0,0.0,0.0,453500.0,241424.63,KS,1,,,,,,22500.0,0.0,03/31/2020,0.0,0.0
H0KS01222,"WAYMASTER, TROY",O,2,REP,219838.18,0.0,9642.92,0.0,0.0,210195.26,578.18,111000.0,0.0,0.0,0.0,111000.0,108260.0,KS,1,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H6KS01146,"HUELSKAMP, TIMOTHY A REP.",C,2,REP,1319.34,0.0,9371.21,2000.0,58333.51,50281.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KS,1,,,,,,0.0,0.0,06/30/2020,0.0,0.0
H6KS01179,"MARSHALL, ROGER W",I,2,REP,2090849.44,0.0,753251.24,215.72,608285.86,1945884.06,0.0,0.0,0.0,0.0,0.0,35000.0,1276958.8,KS,1,,,,,,812225.0,0.0,03/31/2020,19750.0,1102.4
H0KS02170,"HODGSON, ABBIE",C,1,DEM,76752.53,0.0,76752.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70335.88,KS,2,,,,,,0.0,0.0,12/05/2019,13464.0,0.0
H0KS02196,"DE LA ISLA, MICHELLE",C,1,DEM,337761.97,0.0,70831.62,0.0,0.0,266930.35,0.0,0.0,0.0,0.0,0.0,0.0,321611.97,KS,2,,,,,,16150.0,0.0,03/31/2020,100.0,0.0
H8KS02173,"DAVIS, PAUL T.",O,1,DEM,72301.69,0.0,103418.1,0.0,31166.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1320.0,KS,2,,,,,,0.0,0.0,03/31/2020,5725.0,0.0
H0KS02188,"LATURNER, JAKE",C,2,REP,685268.46,443009.16,113621.24,0.0,0.0,571647.22,0.0,0.0,0.0,0.0,0.0,0.0,233009.3,KS,2,,,,,,9250.0,0.0,03/31/2020,3500.0,0.0
H0KS02212,"TAYLOR, DENNIS R MR.",,2,REP,57130.52,0.0,26456.28,0.0,0.0,30674.24,49000.0,0.0,0.0,0.0,0.0,0.0,8130.52,KS,2,,,,,,0.0,0.0,06/30/2020,0.0,0.0
H8KS02157,"TYSON, CARYN",O,2,REP,1202.67,0.0,200102.22,0.0,303637.85,104738.3,0.0,0.0,0.0,100000.0,0.0,105476.0,0.0,KS,2,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H8KS02181,"JONES, KEVIN",O,2,REP,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KS,2,,,,,,0.0,0.0,10/21/2019,0.01,0.0
H8KS02199,"WATKINS, STEVEN C. JR.",I,2,REP,874969.71,174814.66,471740.49,0.0,34589.84,437819.06,0.0,0.0,0.0,0.0,0.0,275722.68,380531.52,KS,2,,,,,,308174.32,0.0,03/31/2020,3150.0,25.0
H6KS03241,"SIDIE, JAY",C,1,DEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KS,3,,,,,,0.0,0.0,01/20/2019,0.0,0.0
H8KS03106,"RAMSEY, ANDREA",C,1,DEM,0.0,0.0,77340.02,0.0,77340.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KS,3,,,,,,0.0,0.0,05/29/2019,7685.0,0.0
H8KS03114,"NIERMANN, TOM",C,1,DEM,6267.08,0.0,6520.75,0.0,253.67,0.0,6267.08,0.0,0.0,0.0,0.0,0.0,0.0,KS,3,,,,,,0.0,0.0,01/29/2019,0.0,0.0
H8KS03122,"WELDER, BRENT",C,1,DEM,0.0,0.0,298.77,0.0,298.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KS,3,,,,,,0.0,0.0,01/22/2019,0.0,0.0
H8KS03155,"DAVIDS, SHARICE",I,1,DEM,2749601.66,94241.39,893358.73,0.0,8632.43,1864875.36,0.0,0.0,0.0,0.0,0.0,68383.79,1921801.14,KS,3,,,,,,704198.67,2242.73,03/31/2020,65651.91,9000.0
H0KS03137,"YODER, KEVIN",C,2,REP,7244.44,903.41,43942.49,0.0,125072.67,88374.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KS,3,,,,,,0.0,0.0,06/30/2020,500.0,0.0
H0KS03228,"WEIR, SARA HART",C,2,REP,522267.31,0.0,118143.53,0.0,0.0,404123.78,6821.71,135000.0,0.0,0.0,0.0,135000.0,316145.15,KS,3,,,,,,64300.0,0.0,03/31/2020,2000.0,0.0
H0KS03236,"ADKINS, AMANDA",C,2,REP,735508.52,0.0,245963.65,0.0,0.0,489544.87,3303.82,0.0,0.0,0.0,0.0,13731.71,703204.7,KS,3,,,,,,28500.0,0.0,03/31/2020,1000.2,0.0
H0KS03244,"FOSTER, ADRIENNE",C,2,REP,178232.47,0.0,141794.44,0.0,0.0,36438.03,14103.48,0.0,0.0,0.0,0.0,0.0,162988.37,KS,3,,,,,,0.0,0.0,03/31/2020,4410.75,0.0
H0KS03251,"BEEHLER, MICHAEL E.",C,2,REP,8425.0,0.0,4320.42,0.0,0.0,4104.58,0.0,0.0,0.0,0.0,0.0,0.0,8425.0,KS,3,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H8KS04088,"LOMBARD, LAURA",C,1,DEM,29332.37,0.0,2578.3,0.0,0.0,26754.07,0.0,0.0,0.0,0.0,0.0,8284.4,27332.27,KS,4,,,,,,2000.0,0.0,03/31/2020,100.0,0.0
H8KS04120,"THOMPSON, JAMES A MR.",C,1,DEM,218.0,0.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,0.0,KS,4,,,,,,0.0,0.0,03/31/2019,0.0,0.0
H0KS04051,"POMPEO, MICHAEL R",I,2,REP,13207.4,0.0,10900.92,0.0,990492.49,992798.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KS,4,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H8KS04112,"ESTES, RON",I,2,REP,1327581.43,5391.74,825182.75,0.0,270543.96,772942.64,0.0,0.0,0.0,0.0,0.0,0.0,536545.3,KS,4,,,,,,783662.95,0.0,03/31/2020,1160.0,5000.0
H6KS04173,"WALZ-ALLEN, MIRANDA",C,3,IND,0.0,0.0,0.0,0.0,18862.72,18862.72,0.0,0.0,0.0,0.0,0.0,58129.82,0.0,KS,4,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H8KY01074,"WALKER, PAUL",C,1,DEM,0.0,0.0,216.37,0.0,1770.65,1554.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KY,1,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H6KY01110,"COMER, JAMES",I,2,REP,404829.01,3393.2,373262.95,0.0,168900.38,200466.44,0.0,0.0,0.0,0.0,0.0,0.0,129995.0,KY,1,,,,,,269700.0,0.0,06/03/2020,3400.0,0.0
H8KY02080,"LINDERMAN, HANK",C,1,DEM,41060.05,0.0,29762.38,0.0,9216.11,20513.78,0.0,0.0,0.0,0.0,0.0,0.0,40028.0,KY,2,,,,,,1032.05,0.0,06/03/2020,0.0,0.0
H8KY02031,"GUTHRIE, S. BRETT HON.",I,2,REP,1062683.65,0.0,1060319.09,0.0,2010499.39,2012863.95,0.0,0.0,0.0,0.0,0.0,0.0,177350.81,KY,2,,,,,,873534.63,0.0,06/30/2020,5018.77,2000.0
H0KY02095,"PERRY, ROBERT LEE",C,3,LIB,9286.88,0.0,4283.27,0.0,0.0,5003.61,0.0,0.0,0.0,0.0,0.0,0.0,9286.88,KY,2,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H6KY03124,"YARMUTH, JOHN",I,1,DEM,358708.2,0.0,357477.91,0.0,201776.43,203006.72,0.0,0.0,0.0,0.0,0.0,132262.4,87115.17,KY,3,,,,,,270732.11,0.0,06/03/2020,50.0,0.0
H0KY03242,"EDDINGS, WAYMEN",C,2,REP,2490.45,0.0,2142.3,0.0,0.0,348.15,0.0,850.0,0.0,606.58,0.0,243.42,1640.0,KY,3,,,,,,0.0,0.0,06/03/2020,0.0,0.0
H0KY03259,"PALAZZO, RHONDA RAYE",C,2,REP,10637.5,0.0,7631.76,0.0,0.0,3005.74,0.0,425.0,0.0,0.0,0.0,425.0,8212.5,KY,3,,,,,,2000.0,0.0,06/30/2020,0.0,0.0
H0KY03267,"SERRANO, GERARDO",C,2,REP,43336.0,0.0,36662.72,0.0,0.0,6673.28,0.0,42214.0,0.0,2093.86,0.0,40120.14,922.0,KY,3,,,,,,0.0,0.0,06/03/2020,0.0,0.0
H8KY03187,"CRAVEN , MIKE",,2,REP,104366.11,0.0,18411.72,0.0,0.0,85954.39,9.41,104350.0,0.0,3209.02,0.0,101140.98,0.0,KY,3,,,,,,0.0,0.0,06/03/2020,0.0,0.0
H8KY03211,"GLISSON, VICKIE YATES BROWN",C,2,REP,2425.45,0.0,27919.46,0.0,36413.6,10919.59,0.0,0.0,0.0,11500.0,0.0,0.0,950.0,KY,3,,,,,,0.0,0.0,06/30/2020,550.0,0.0
H0KY04117,"OWENSBY, ALEXANDRA DR.",C,1,DEM,46720.9,0.0,22447.61,0.0,0.0,23681.74,1000.0,0.0,0.0,0.0,0.0,0.0,45660.9,KY,4,,,,,,0.0,0.0,06/03/2020,0.0,0.0
H0KY04125,"FABERT, SHANNON",C,1,DEM,35215.93,0.0,32479.11,0.0,0.0,2736.82,10859.93,0.0,0.0,0.0,0.0,0.0,24356.0,KY,4,,,,,,0.0,0.0,06/03/2020,0.0,0.0
H8KY04169,"HALL, SETH BLANE",C,1,DEM,10120.0,0.0,1165.32,0.0,-100.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,120.0,KY,4,,,,,,0.0,0.0,06/30/2020,0.0,0.0
H0KY04133,"MCMURTRY, TODD",C,2,REP,349214.16,0.0,336325.95,0.0,0.0,12888.21,1000.0,135000.0,0.0,0.0,0.0,135000.0,199929.15,KY,4,,,,,,13264.66,0.0,06/03/2020,3300.0,5000.0
H2KY04121,"MASSIE, THOMAS H.",I,2,REP,1143747.01,29225.06,1000489.75,0.0,225343.75,368601.01,0.0,0.0,0.0,0.0,0.0,0.0,954007.06,KY,4,,,,,,158668.68,0.0,06/03/2020,1505.6,800.0
H6KY05111,"STEPP, KENNETH STEPHENSON",C,1,DEM,173.0,0.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,KY,5,,,,,,0.0,0.0,03/22/2019,0.0,0.0
H0KY05015,"ROGERS, HAROLD DALLAS",I,2,REP,369007.08,0.0,481346.22,0.0,1008516.4,896177.26,0.0,0.0,0.0,0.0,0.0,0.0,136050.48,KY,5,,,,,,230000.0,0.0,06/03/2020,1000.0,0.0
H0KY06179,"HICKS, JOSH",C,1,DEM,999743.2,11518.01,404547.73,0.0,0.0,595195.47,0.0,0.0,0.0,0.0,0.0,0.0,945028.62,KY,6,,,,,,43073.0,0.0,06/03/2020,3562.02,1473.0
H4KY06072,"CHANDLER, A.B. III",C,1,DEM,0.0,0.0,3632.93,0.0,3632.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KY,6,,,,,,0.0,0.0,12/31/2019,0.0,0.0
H8KY06164,"MCGRATH, AMY",C,1,DEM,8778.97,429.7,275577.77,21734.4,267956.28,1157.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KY,6,,,,,,0.0,0.0,03/31/2020,2282.97,0.0
H8KY06172,"GRAY, JAMES P.",C,1,DEM,2234.71,0.0,2234.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KY,6,,,,,,0.0,0.0,06/30/2019,0.0,0.0
H8KY06180,"KEMPH, DANIEL",C,1,DEM,27095.6,0.0,42413.54,0.0,0.0,-15317.94,0.0,25000.0,0.0,0.0,0.0,25000.0,2095.6,KY,6,,,,,,0.0,0.0,06/03/2020,0.0,0.0
H0KY06104,"BARR, GARLAND ANDY",I,2,REP,2495112.61,197143.63,851201.42,17219.14,134678.69,1778589.88,0.0,0.0,0.0,0.0,0.0,25000.0,1147170.75,KY,6,,,,,,1100953.92,0.0,06/03/2020,23431.11,1000.0
H4KY06163,"YOUNG, GEOFFREY M",C,2,REP,8309.76,0.0,8049.64,0.0,0.0,260.12,0.0,8100.0,0.0,0.0,0.0,8100.0,209.32,KY,6,,,,,,0.0,0.0,06/03/2020,0.0,0.0
H8LA01122,"SAVOIE, TAMMY MARIE DR",C,1,DEM,0.0,0.0,1512.13,0.0,1512.13,0.0,0.0,0.0,0.0,482.13,0.0,8017.87,0.0,LA,1,,,,,,0.0,0.0,06/30/2020,0.0,0.0
H8LA01130,"FRANCIS, JIM",C,1,DEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LA,1,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H0LA01087,"SCALISE, STEVE MR",I,2,REP,26465821.77,3352430.99,20186896.9,3520414.55,1785499.51,8064424.38,0.0,0.0,0.0,0.0,0.0,0.0,23093735.32,LA,1,,,,,,7000.0,0.0,07/04/2020,611866.27,9800.0
H8LA02054,"RICHMOND, CEDRIC L.",I,1,DEM,841730.95,0.0,589555.81,0.0,468254.3,720429.44,0.0,0.0,0.0,0.0,0.0,8000.0,189901.31,LA,2,,,,,,651804.0,0.0,03/31/2020,0.0,0.0
H8LA02153,"SCHMIDT, JESSE",C,3,NPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LA,2,,,,,,0.0,0.0,03/31/2019,0.0,0.0
H8LA02062,"MORENO, HELENA",C,3,UNK,0.0,0.0,0.0,0.0,252.58,252.58,0.0,0.0,0.0,0.0,0.0,74180.0,0.0,LA,2,,,,,,0.0,0.0,06/30/2020,0.0,0.0
H6LA03155,"RADER, LARRY",C,1,DEM,7488.52,0.0,8515.0,0.0,1026.48,0.0,0.0,7475.0,0.0,0.0,0.0,67439.04,0.0,LA,3,,,,,,0.0,0.0,06/30/2020,0.0,0.0
H8LA03060,"ANDERSON, ROBERT JON",C,1,DEM,42373.76,0.0,13258.49,0.0,0.0,29115.27,0.0,0.0,0.0,0.0,0.0,0.0,42373.76,LA,3,,,,,,0.0,0.0,12/31/2019,0.0,0.0
H8LA03094,"METHVIN, MIMI",C,1,DEM,1640.96,0.0,14382.39,0.0,12741.43,0.0,0.0,0.0,0.0,12166.01,0.0,0.0,100.0,LA,3,,,,,,0.0,0.0,12/31/2019,-80.0,0.0
H4LA03069,"TAUZIN, WILBERT J III",O,2,REP,0.0,0.0,2244.1,0.0,2244.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LA,3,,,,,,0.0,0.0,04/04/2020,0.0,0.0
H6LA03080,"KNEZEK, ERICK",O,2,REP,0.0,0.0,7619.35,0.0,7619.35,0.0,0.0,0.0,0.0,6819.35,0.0,0.0,0.0,LA,3,,,,,,0.0,0.0,04/15/2019,0.0,0.0
H6LA03130,"ANGELLE, SCOTT MR.",C,2,REP,2425.57,0.0,2425.57,0.0,149.11,149.11,2425.57,0.0,0.0,0.0,0.0,32450.0,0.0,LA,3,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H6LA03148,"HIGGINS, CLAY CAPTAIN",I,2,REP,576019.81,3260.0,383892.3,250.0,40688.01,232815.52,0.0,0.0,0.0,0.0,0.0,0.0,408059.81,LA,3,,,,,,162200.0,0.0,07/04/2020,8800.0,0.0
H8LA03037,"GUILLORY, JOSHUA S",C,2,REP,13811.3,0.0,14332.71,0.0,1627.21,1105.8,0.0,13711.3,0.0,0.0,0.0,23053.2,100.0,LA,3,,,,,,0.0,0.0,06/30/2020,3650.0,0.0
H0LA04099,"HOUSTON, KENNY",,1,DEM,2298.0,0.0,175.36,0.0,0.0,2122.64,88.0,0.0,0.0,0.0,0.0,0.0,2210.0,LA,4,,,,,,0.0,0.0,06/30/2020,0.0,0.0
H2LA04103,"MILKOVICH, JOHN CHARLES",O,1,DEM,0.0,0.0,0.0,0.0,-18.98,-18.98,0.0,0.0,0.0,0.0,0.0,87198.89,0.0,LA,4,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H6LA04153,"JONES JR, J MARSHALL",O,1,DEM,0.0,0.0,0.0,0.0,7578.82,7578.82,0.0,0.0,0.0,0.0,0.0,341200.0,0.0,LA,4,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H8LA04282,"TRUNDLE, RYAN",,1,DEM,0.0,0.0,850.66,0.0,0.0,-39.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LA,4,,,,,,0.0,0.0,05/31/2019,0.0,0.0
H6LA04138,"JOHNSON, JAMES MICHAEL",I,2,REP,846141.52,0.0,504393.19,0.0,409292.74,751041.07,0.0,0.0,0.0,0.0,0.0,0.0,492372.3,LA,4,,,,,,353002.38,0.0,07/04/2020,2015.0,0.0
H0LA05070,"CHRISTOPHE, SANDRA M.S. MRS.",O,1,DEM,19212.03,0.0,29190.34,0.0,-314.39,-10292.7,6000.0,6000.0,0.0,0.0,0.0,6000.0,7164.01,LA,5,,,,,,0.0,0.0,06/30/2020,0.0,0.0
H0LA05104,"ROBINSON, RANDALL SCOTT",O,2,REP,84850.0,0.0,28313.87,0.0,0.0,56536.13,0.0,53000.0,0.0,0.0,0.0,53000.0,31850.0,LA,5,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H0LA05112,"HARRIS, JOHN LANCE",O,2,REP,119786.0,0.0,2053.61,0.0,0.0,117732.39,0.0,1200.0,0.0,0.0,0.0,1200.0,117586.0,LA,5,,,,,,1000.0,0.0,07/04/2020,0.0,0.0
H0LA05120,"LETLOW, LUKE JOSHUA",O,2,REP,572609.0,0.0,70602.29,0.0,0.0,502006.71,0.0,0.0,0.0,0.0,0.0,0.0,540159.0,LA,5,,,,,,32450.0,0.0,07/04/2020,0.0,0.0
H4LA05064,"RISER, HARTWELL NEIL JR",O,2,REP,0.0,0.0,0.0,0.0,13938.95,13938.95,0.0,0.0,0.0,0.0,0.0,13050.0,0.0,LA,5,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H4LA05130,"MCALLISTER, VANCE MICHAEL",C,2,REP,48.0,0.0,1129.02,0.0,1081.02,0.0,0.0,0.0,0.0,0.0,0.0,960959.09,0.0,LA,5,,,,,,0.0,0.0,06/30/2020,0.0,0.0
H4LA05221,"ABRAHAM, RALPH LEE DR. JR.",I,2,REP,36714.29,0.0,124053.05,0.0,103806.7,16467.94,0.0,0.0,0.0,0.0,0.0,0.0,4545.0,LA,5,,,,,,32000.0,0.0,03/31/2020,0.0,0.0
H4LA06120,"THOMAS, CHARLES 'TREY' DR III",O,2,REP,0.0,0.0,0.0,0.0,105.14,105.14,0.0,0.0,0.0,0.0,0.0,241454.97,0.0,LA,6,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H4LA06153,"GRAVES, GARRET",I,2,REP,1007208.34,69370.12,590444.92,4356.0,1484180.94,1900944.36,19.55,0.0,0.0,0.0,0.0,0.0,367827.0,LA,6,,,,,,555758.88,0.0,03/31/2020,13650.0,0.0
H4LA06179,"WHITNEY, LENAR",O,2,REP,0.0,0.0,100.0,0.0,980.15,880.15,0.0,0.0,0.0,0.0,0.0,147378.86,0.0,LA,6,,,,,,0.0,0.0,06/30/2020,0.0,0.0
H8LA06055,"JENKINS, LOUIS",O,2,REP,0.0,0.0,0.0,0.0,533.53,533.53,0.0,0.0,0.0,0.0,0.0,55947.87,0.0,LA,6,,,,,,0.0,0.0,06/30/2020,0.0,0.0
H0MA01081,"MORSE, ALEX",C,1,DEM,518880.63,0.0,379163.01,0.0,0.0,139717.62,200.0,0.0,0.0,0.0,0.0,0.0,516405.33,MA,1,,,,,,2000.0,0.0,03/31/2020,395.0,0.0
H8MA01050,"AMATUL-WADUD, TAHIRAH",C,1,DEM,0.0,0.0,0.0,0.0,-4466.18,-4466.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MA,1,,,,,,0.0,0.0,09/30/2019,0.0,0.0
H8MA02041,"NEAL, RICHARD E MR.",I,1,DEM,3059841.13,324535.4,1839417.76,0.0,3308302.26,4528725.63,0.0,0.0,0.0,0.0,0.0,0.0,885733.81,MA,1,,,,,,1757177.11,0.0,03/31/2020,1800.0,6000.0
H0MA01073,"CAIN, JOHN",C,2,REP,11021.16,0.0,11021.16,0.0,0.0,0.0,25.0,7750.0,0.0,385.77,0.0,0.0,3246.16,MA,1,,,,,,0.0,0.0,05/11/2020,0.0,0.0
H8MA01035,"BECH, NATHAN ALEXANDER",C,2,REP,0.0,0.0,0.0,0.0,4773.74,4773.74,0.0,0.0,0.0,0.0,0.0,96860.95,0.0,MA,1,,,,,,0.0,0.0,06/30/2020,0.0,0.0
H0MA02113,"MILLER, SUMMER RAE",C,1,DEM,139.8,0.0,0.0,0.0,0.0,139.8,0.0,0.0,0.0,0.0,0.0,0.0,139.8,MA,2,,,,,,0.0,0.0,09/30/2019,0.0,0.0
H4MA03022,"MCGOVERN, JAMES P. MR.",I,1,DEM,630731.46,0.0,591205.57,0.0,301809.62,341335.51,0.0,0.0,0.0,0.0,0.0,0.0,414864.7,MA,2,,,,,,214825.0,0.0,03/31/2020,2701.44,0.0
H8MA02090,"POWERS, KEVIN WILLIAM",C,2,REP,0.0,0.0,2655.37,0.0,20223.21,17622.84,0.0,0.0,0.0,0.0,0.0,25093.09,0.0,MA,2,,,,,,0.0,0.0,01/16/2020,0.0,0.0
H8MA02116,"LOVVORN, TRACY LYN",C,2,REP,8445.2,0.0,7151.31,0.0,2406.16,3700.05,0.0,0.0,0.0,0.0,0.0,29861.81,8445.2,MA,2,,,,,,0.0,0.0,06/30/2020,0.0,0.0
H8MA03072,"KOH, DANIEL ARRIGG",O,1,DEM,25599.42,0.0,53157.4,0.0,28682.73,1124.75,0.0,4000.0,0.0,0.0,0.0,54000.0,0.0,MA,3,,,,,,0.0,0.0,03/31/2020,300.0,0.0
H8MA03106,"TRAHAN, LORI",I,1,DEM,1444987.34,18077.64,512080.35,0.0,69097.31,1002004.3,0.0,0.0,0.0,0.0,0.0,585065.31,1023279.84,MA,3,,,,,,396650.0,65.31,03/31/2020,4711.0,500.0
H8MA03122,"MATIAS, JUANA",O,1,DEM,0.0,0.0,0.0,0.0,711.68,711.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MA,3,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H8MA03130,"DAS, ABHIJIT BEEJ",O,1,DEM,0.0,0.0,13199.64,0.0,67160.04,28499.49,0.0,0.0,0.0,0.0,0.0,112449.12,0.0,MA,3,,,,,,0.0,0.0,12/31/2019,0.0,0.0
H8MA03155,"KERRIGAN, STEPHEN",O,1,DEM,0.0,0.0,11647.96,0.0,11647.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MA,3,,,,,,0.0,0.0,03/04/2019,0.0,0.0
H8MA03163,"CHANDLER, ALEXANDRA ELEANOR",O,1,DEM,0.0,0.0,345.68,0.0,6286.73,5941.05,0.0,0.0,0.0,0.0,0.0,270.0,0.0,MA,3,,,,,,0.0,0.0,09/30/2019,0.0,0.0
H8MA03171,"GIFFORD, RUFUS",O,1,DEM,0.0,0.0,7072.7,0.0,7072.7,0.0,0.0,0.0,0.0,5612.35,0.0,0.0,0.0,MA,3,,,,,,0.0,0.0,05/08/2019,0.0,0.0
H8MA03197,"L'ITALIEN, BARBARA",O,1,DEM,5553.8,0.0,7169.87,0.0,1780.85,164.78,0.0,4500.0,0.0,0.0,0.0,77200.0,1053.8,MA,3,,,,,,0.0,0.0,06/30/2020,103.15,0.0
H8MA03213,"MALONE, BOPHA",O,1,DEM,0.0,0.0,0.0,0.0,6656.83,6656.83,0.0,0.0,0.0,0.0,0.0,12954.92,0.0,MA,3,,,,,,0.0,0.0,03/31/2019,0.0,0.0
H8MA05143,"TSONGAS, NICOLA S",I,1,DEM,0.0,0.0,70341.76,0.0,70341.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MA,3,,,,,,0.0,0.0,03/31/2019,0.0,0.0
H8MA03114,"GREEN, RICK",O,2,REP,507.03,507.03,4215.5,0.0,10749.01,7040.54,0.0,0.0,0.0,0.0,0.0,144650.0,0.0,MA,3,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H8MA03221,"MULLEN, MICHAEL P MR.",O,3,UN,0.0,0.0,175.65,0.0,175.65,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,MA,3,,,,,,0.0,0.0,03/31/2019,0.0,0.0
H0MA04143,"LECKEY, IHSSANE",C,1,DEM,203816.34,0.0,150123.52,0.0,0.0,53692.82,6000.0,100000.0,0.0,0.0,0.0,103200.0,97424.56,MA,4,,,,,,250.0,0.0,03/31/2020,1050.0,0.0
H0MA04150,"GOLDBERG, DEBORAH",C,1,DEM,24032.0,0.0,24032.0,0.0,0.0,0.0,24032.0,0.0,0.0,0.0,0.0,0.0,0.0,MA,4,,,,,,0.0,0.0,12/31/2019,0.0,0.0
H0MA04168,"GROSSMAN, REBECCA WALKER",C,1,DEM,637921.05,0.0,234778.06,0.0,0.0,403142.99,273.02,0.0,0.0,0.0,0.0,5449.02,634627.87,MA,4,,,,,,2100.0,0.0,03/31/2020,0.0,0.0
H0MA04176,"KHAZEI, ALAN",C,1,DEM,1074129.24,0.0,290710.44,0.0,0.0,783418.8,0.0,0.0,0.0,0.0,0.0,8000.0,1067152.63,MA,4,,,,,,6500.0,0.0,03/31/2020,8425.0,0.0
H0MA04184,"MERMELL, JESSE",C,1,DEM,559633.42,0.0,217424.14,0.0,0.0,342209.28,0.0,0.0,0.0,0.0,0.0,0.0,554201.58,MA,4,,,,,,5100.0,0.0,03/31/2020,396.0,10.0
H0MA04192,"AUCHINCLOSS, JAKE",C,1,DEM,1095611.21,0.0,144885.51,0.0,0.0,950725.7,0.0,0.0,0.0,0.0,0.0,0.0,1093111.21,MA,4,,,,,,2500.0,0.0,03/31/2020,8900.0,0.0
